email,label,prob_spam,pred_class
 URL additional comments from spamassassin contrib URL NUMBER NUMBER NUMBER NUMBER NUMBER i ve thought about this and pm_filter needs to die i ve now tried multiple ways to make it just transparently work on NUMBER NUMBER and failed if anyone has any bright ideas please jump in you see anyone upgrading from the cpan shell will get a failure on the line use extutils makemaker NUMBER NUMBER quite some modules from cpan do have a line like this nowadays i think or read so somewhere respectively and the perl error message is very clear extutils makemaker version NUMBER NUMBER required this is only version NUMBER NUMBER at URL line NUMBER because it never gets chance to reach a writemakefile line with a prereq_pm extutils makemaker NUMBER NUMBER option so the cpan shell can t automatically upgrade this module i cannot think of any way around this i could think of a solution we could remove the use line and add the version to prereq_pm after writemakefile we could add the lines require extutils makemaker extutils makemaker version NUMBER NUMBER to do per hand what use extutils makemaker NUMBER NUMBER does automagically perl URL will die with a uncaught exception from user code extutils makemaker version NUMBER NUMBER required this is only version NUMBER NUMBER at URL line NUMBER there but we ve got a makefile but i don t know if cpan will run the make anyway to add insult to injury the pm_filter part gets run during pm_to_blib which would be fine except extutils makemaker doesn t let you write a my pm_to_blib it s non overridable so even though we could potentially copy the NUMBER NUMBER extutils install pm_to_blib code somewhere into the spamassassin codebase i tried that first we can t cause the makefile to call our code we could call the preprocessor on install time that s not a very clean approach but could work we can also overwrite pm_to_blib in the makefile directly per postamble we already have a useless line pm_to_blib spamassassin doc made there adding some commands in this section gives some make warnings makefile NUMBER warning overriding commands for target pm_to_blib makefile NUMBER warning ignoring old commands for target pm_to_blib but does work not a very good solution either so i m strongly against the current use of extutils makemaker NUMBER NUMBER usage if this were an apache project this would be my veto vote and really hope we can find another way the use makemaker error message is imho quite clear so i think it s ok to require the user to do a manual update of extutils makemaker before the sa installation but that s just my opinion i ll ask on makemaker URL for the best solution they should know you are receiving this mail because you are on the cc list for the bug or are watching someone who is this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0,1.3797285321383328e-100,0
the structure of the internet has never been about where the ditches and ruts are dug although the world needs ditch diggers too it s a simple inductive concept you are you and see the world as such you plus NUMBER degree of separation is a new you all this stuff about scale free internets viruses sex and money is silly scale free statistically indistinguishable models really means internet scale as rediscovered by social networks people research has shown that the network of human sexual partners seems to be scale free too i tend to prefer the harvard business review to the economist as they tend to spend less time writing about who s sleeping with whom and come up with real statistical models greg lies damn lies and statistics russell turpin wrote not exactly new bits but i enjoyed seeing the economist pick up on the similarity between computer and social networks URL _________________________________________________________________ chat with friends online try msn messenger URL gregory alan bolcer cto work NUMBER NUMBER NUMBER NUMBER gbolcer at URL URL endeavors technology inc cell NUMBER NUMBER NUMBER NUMBER ,0,7.787613794705869e-36,0
 ns neil schemenauer nas python ca writes ns writing an imap server is a non trivial task that s what i ve been told by everyone i ve talked to who s actually tried to write one ns alternatively perhaps there could be a separate protocol and ns client that could be used to review additions to the training ns set each day a few random spam and ham messages could be ns grabbed as candidates someone would periodically startup the ns client review the candidates reclassify or remove any ns messages they don t like and add them to the training set i think people will be much more motivated to report spam than ham i like the general approach that copies of random messages will be sequestered for some period of time before they re assumed to be ham matched with a simple spam reporting scheme this could keep the training up to date with little effort i ve sketched out an approach a listserver like mailman could do along these lines and if i get some free time i ll hack something together i like the idea of a pop proxy which is classifying messages as they re pulled from the server the easiest way for such a beast to be notified of spam might be to simply save the spam in a special folder or file that the pop proxy would periodically consult barry ,0,8.149439600033121e-50,0
 trimmed cc list daniel quinlan said NUMBER these messages could end up being falsely or incorrectly reported to razor dcc pyzor etc certain rbls too i don t think the results for these distributed tests can be trusted in any way shape or form when running over a public corpus i ll note that in the readme NUMBER these messages could also be submitted more than once to projects like spamassassin that rely on filtering results submission for ga tuning and development the second problem could be alleviated somewhat by adding a nilsimsa signature or similar to the mass check file the results format used by spamassassin and giving the message files unique names mdNUMBER or sha NUMBER of each file ok maybe rewriting the message ids will help here that should allow us to pick them out i ll do that NUMBER spammers could adopt elements of the good messages to throw off filters and of course there s always progression in technology by both spammers and non spammers the third problem doesn t really worry me nah me neither these problems and perhaps others i have not identified are unique to spam filtering compression corpuses and other performance related corpuses have their own set of problems of course in other words i don t think there s any replacement for having multiple independent corpuses finding better ways to distribute testing and collate results seems like a more viable long term solution and i m glad we re working on exactly that for spamassassin if you re going to seriously work on filter development building a corpus of NUMBER NUMBER messages half spam half non spam is not really that much work if you don t get enough spam creating multi technique spamtraps web usenet replying to spam is pretty easy and who doesn t get thousands of non spam every week yep the primary reason i released this was to provide a good big corpus for academic testing of filter systems it allows results to be compared between filters using a known corpus for spamassassin development everyone has to maintain their own corpus j ,0,1.0648200943625806e-89,0
politicians worldwide are discovering the internet what a great tool for fascism once you got the laws in place to solve that whole anonymity thing also i notice this story shows the truth the canadian government is really located in washington dc ottawa is just a branch office come to think of it the last story i posted about canada featured the head of its military speaking to us from military hq in palm beach florida owen will canada s isps become spies by declan mccullagh mailto declan mccullagh cnet com staff writer cnet URL august NUMBER NUMBER NUMBER NUMBER pm pt URL URL washington the canadian government is considering a proposal that would force internet providers to rewire their networks for easy surveillance by police and spy agencies a discussion draft URL released sunday also contemplates creating a national database of every canadian with an internet account a plan that could sharply curtail the right to be anonymous online the canadian government including the department of justice URL and industry canada URL wrote the NUMBER page blueprint as a near final step in a process that seeks to give law enforcement agents more authority to conduct electronic surveillance a proposed law based on the discussion draft is expected to be introduced in parliament late this year or in early NUMBER arguing that more and more communications take place in electronic form canadian officials say such laws are necessary to fight terrorism and combat even run of the mill crimes they also claim that by enacting these proposals canada will be following its obligations under the council of europe s cybercrime treaty URL which the country is in the process of considering if the discussion draft were to become law it would outlaw the possession of computer viruses authorize police to order internet providers to retain logs of all web browsing for up to six months and permit police to obtain a search warrant allowing them to find hidden electronic and digital devices that a suspect might be concealing in most circumstances a court order would be required for government agents to conduct internet monitoring canada and the united states are nonvoting members of the council of europe and representatives from both countries police agencies have endorsed the controversial cybercrime treaty URL which has drawn protests from human rights activists and civil liberties groups of nearly NUMBER participating nations only albania has formally adopted URL or ratified the treaty michael geist URL a professor at the university of ottawa who specializes in e commerce law says that the justification for adopting such sweeping changes to canadian law seems weak it seems to me that the main justification they ve given for all the changes is that we want to ratify the cybercrime treaty and we need to make changes geist said to me that s not a particularly convincing argument if there are new powers needed for law enforcement authority make that case geist added that there s nothing in the document that indicates new powers are needed i don t know that there have been a significant number of cases where police have run into problems probably the most sweeping change the legal blueprint contemplates is compelling internet providers and telephone companies to reconfigure their networks to facilitate government eavesdropping and data retention orders the united states has a similar requirement called the communications assistance for law enforcement act URL but it applies only to pre internet telecommunications companies it is proposed that all service providers wireless wireline and internet be required to ensure that their systems have the technical capability to provide lawful access to law enforcement and national security agencies according to the proposal companies would be responsible for paying the costs of buying new equipment sarah andrews an analyst at the electronic privacy information center URL epic who specializes in international law says the proposal goes beyond what the cybercrime treaty specifies their proposal for intercept capability talks about all service providers not just internet providers andrews said the cybercrime treaty deals only with computer data epic opposes URL the cybercrime treaty saying it grants too much power to police and does not adequately respect privacy rights another section of the proposal says the canadian association of chiefs of police recommends the establishment of a national database with personal information about all canadian internet users the implementation of such a database would presuppose that service providers are compelled to provide accurate and current information the draft says gus hosein a visiting fellow at the london school of economics and an activist with privacy international calls the database a dumb idea immediately you have to wonder if you re allowed to use anonymous mobile phones or whether you re allowed to connect to the internet anonymously hosein said a representative for george radwanski URL canada s privacy commissioner said the office is reviewing the blueprint and does not have any comments on the paper as it stands comments on the proposal can be sent to la al URL mailto la al URL no later than nov NUMBER ,0,4.343681681922048e-64,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER talking about his mainframe background and roots in computing he played a lot on the big iron and sorta missed the pc revolution he wasn t terribly interested in pcs for quite a while then he got to play with one ,0,1.0423379454136593e-14,0
important information the new domain names are finally available to the general public at discount prices now you can register one of the exciting new biz or info domain names as well as the original com and net names for just NUMBER NUMBER these brand new domain extensions were recently approved by icann and have the same rights as the original com and net domain names the biggest benefit is of course that the biz and info domain names are currently more available i e it will be much easier to register an attractive and easy to remember domain name for the same price visit URL today for more info register your domain name today for just NUMBER NUMBER at URL registration fees include full access to an easy to use control panel to manage your domain name in the future sincerely domain administrator affordable domains to remove your email address from further promotional mailings from this company click here URL eNUMBER NUMBERuiunNUMBER NUMBERwqbbNUMBERfhjzNUMBER NUMBERyzybNUMBERzavzNUMBER NUMBERlNUMBER,1,1.0,1
 steve thomas sthomas apexvoice com NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER i also get a lot of them i think they re using the domain registry database to pull their victims addresses along with the usual webmaster and probably a dash of web harvesting on the side from the ones i have seen a recent conversation in two lines me okay trafficmagnet is being access mapped off now junior admin catching up on email after conference thank god jeremy mates URL openpgp NUMBERxNUMBERcNUMBERdNUMBER NUMBER NUMBERdNUMBER ffNUMBER NUMBERbb NUMBERfbf NUMBERaaNUMBER aNUMBER NUMBERfNUMBER NUMBERcNUMBER dNUMBER this URL email is sponsored by jabber the world s fastest growing real time communications platform don t just im build it in URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0,1.1643235601949804e-23,0
i am trying to rebuild the recently posted alsa driver package for my kernel although i run red hat NUMBER NUMBER i am not using a red hat kernel package my kernel is lovingly downloaded configured and built by hand call me old fashioned sadly the rpm rebuild fails part way through rpm rebuild alsa driver NUMBER NUMBER NUMBERrcNUMBER frNUMBER src rpm gcc dalsa_build d__kernel__ dmodule NUMBER i usr src redhat build alsa driver NUMBER NUMBER NUMBERrcNUMBER include i lib modules NUMBER NUMBER NUMBER build include oNUMBER mpreferred stack boundary NUMBER march iNUMBER dlinux wall wstrict prototypes fomit frame pointer pipe dexport_symtab c sound c sound c NUMBER snd_hack_usb_set_interface undeclared here not in a function sound c NUMBER initializer element is not constant sound c NUMBER near initialization for __ksymtab_snd_hack_usb_set_interface value make NUMBER sound o error NUMBER the line in question looks like this usb workaround if linux_version_code kernel_version NUMBER NUMBER NUMBER if defined config_snd_usb_audio defined config_snd_usb_audio_module defined config_snd_usb_midi defined config_snd_usb_midi_module NUMBER export_symbol snd_hack_usb_set_interface endif endif any suggestions _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,8.569430013695156e-62,0
from URL there has mostly been talk thus far and little action but the department of justice says it may be ready to file criminal lawsuits against individuals NUMBER who distribute or receive unauthorized copyrighted material over the internet deputy assistant attorney general john malcolm believes that criminal prosecutions of copyright offenders are now necessary to preserve the viability of america s content industries malcolm also believes that people who trade copyrighted material think they are participating in a legal activity i certainly think people who download copyrighted works understand that such distribution barring provisions such as fair use is not authorized and it is not surprising to see businesses continue to look for means to discourage distribution of copyrighted works some prosecutions that make that clear could be very helpful i think they would think twice if they thought there was a risk of criminal prosecution said riaa president cary sherman who was on the same conference panel i m not too confident that lawsuits would have the effect sherman is hoping for although infrequent there have already been civil suits or warnings issued to private individuals and they have served as minor deterrents to the file sharing community at large criminal lawsuits carrying with them the possibility of prison sentences may generate further animosity against groups such as the riaa and may be difficult to initiate because of the schooling effect of millions of systems participating in file sharing only servers would seem to stand out from the crowd the article cites the no electronic theft net act NUMBER which defines illegal activity and maximum penalties for copyright infringement criminal infringement any person who infringes a copyright willfully for purposes of commercial advantage or private financial gain or by the reproduction or distribution including by electronic means during any NUMBER day period of NUMBER or more copies or phonorecords of NUMBER or more copyrighted works which have a total retail value of more than NUMBER NUMBER for purposes of this subsection evidence of reproduction or distribution of a copyrighted work by itself shall not be sufficient to establish willful infringement the term financial gain includes receipt or expectation of receipt of anything of value including the receipt of other copyrighted works therefore receipt of a work of value would be defined as financial gain even if no money is involved the net act excerpt does not clarify how the value of a work is determined an album or movie could be worth only NUMBER to millions of dollars depending on whether the value is assessed from the perspective of the consumer or copyright holder the statute of limitations NUMBER limitations on actions a criminal proceedings no criminal proceeding shall be maintained under the provisions of this title unless it is commenced within five years after the cause of action arose b civil actions no civil action shall be maintained under the provisions of this title unless it is commenced within three years after the claim accrued the penalties are too extensive to list here but they can be found in section NUMBER criminal infringement of a copyright in general first time criminal offenses will carry a maximum prison sentence of NUMBER year i m still not sure where the doj would start in choosing people to prosecute because of the aforementioned schooling effect but my guess would be that just like speeding primarily the most prominent individuals who operate large servers or transfer the most data will be targeted in order to discourage more recreational file sharers thanks to monalisaoverdrive for pointing out this story NUMBER URL NUMBER URL URL ,0,8.776365840516172e-39,0
use perl daily headline mailer perl cms systems posted by ziggy on tuesday september NUMBER NUMBER NUMBER tools URL NUMBER perl conference cd online posted by gnat on tuesday september NUMBER NUMBER NUMBER news URL bricolage NUMBER NUMBER NUMBER escapes posted by chip on tuesday september NUMBER NUMBER NUMBER tools URL copyright NUMBER NUMBER pudge all rights reserved you have received this message because you subscribed to it on use perl to stop receiving this and other messages from use perl or to add more messages or change your preferences please go to your user page URL you can log in and change your preferences from there ,0,3.6194493484024916e-37,0
jm URL justin mason writes folks who ve been hacking on the dnsbls would it be worthwhile commenting this in head seeing as it only gets NUMBER anyway sounds like the a broken server and b low hitrate combine to make it not so useful imo no in my opinion it s purely a bug in sa or the libraries we use which is the same thing that we don t handle outages of network services better the rule is useful and it does help reduce spam we should keep it i have a feeling the dnsbl rules will cluster a bit more heavily around the NUMBER NUMBER to NUMBER NUMBER range once we start using the new ga on them also NUMBER NUMBER was a slightly conservative number since i didn t have real time data i typically used the lower or median number of different periods most recent month two months six months depending on the trend of the period data better performance for recent messages favor recent scores worse performance for recent messages favor lowest scores never pick the highest number unless the rule was very accurate and the highest number was for the most recent data dan ,0,1.9118521917364994e-47,0
hi is it possible to use razor without filtering empty mails as spamm an mail with an attachment is considered spamm is this normal or i mysqlf like to send emails to myself where all important is said in subject and body is empty for remaining smth thanks raido kurel this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ razor users mailing list razor users URL URL ,0,5.063864735094648e-16,0
 hyperlink publish like a professional with digital publishing tools easily create professional ebooks ebrochures ecatalogs resumes newsletters presentations magazines photo albums invitations much much more save money save trees save on printing postage and advertising costs hyperlink digital publishing tools download new free version now limited time offer choose from these display styles NUMBERd page turn slide show sweep wipe embed hyperlinks and link to anywhere online such as your website order page or contact form distribute via floppy cd rom e mail or online take your marketing to the next level for more info samples or a free download click the appropriate link to the right server demand is extremely high for this limited time free software offer please try these links periodically if a site seems slow or unreachable hyperlink website NUMBER hyperlink website NUMBER hyperlink website NUMBER if you wish to be removed from our mailing list please cick the unsubscribe button copyright NUMBER affiliate id NUMBER free version is fully functional with no expiration and has a NUMBER page NUMBER page spread limit ,1,1.0,1
 hyperlink copyright NUMBER all rights reservedif you would no longer like us to contact you or feel that you havereceived this email in error please hyperlink click here to unsubscribe ,1,0.9999999999676964,1
on NUMBER sep NUMBER gary lawrence murphy wrote so much for carnivore yep that ws the plan all alng with my typos i am the only one to be consistently fighting the evls of da vore ,0,7.296160797434074e-10,0
update of cvsroot spamassassin spamassassin masses in directory usw pr cvsNUMBER tmp cvs servNUMBER masses removed files tag bNUMBER_NUMBER_NUMBER evolve cxx log message removed old evolver evolve cxx deleted this URL email is sponsored by jabber the world s fastest growing real time communications platform don t just im build it in URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0,3.505084124815931e-26,0
political news t r u t h o u t uses it too justin mason wrote NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER fwd_msg i m a bit surprised that any spams hit this one did somebody forward a spam that then went into a corpus my corpus is quite clean and i get spam hits yes it s being frequently forged already NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER gappy_text gappy text in a non spam it must be a h e a d l i n e or something maybe just remove space from the list of gap characters for NUMBER NUMBER we could try to figure out which nonspams are hitting and improve the rule btw i subscribe to the media unspun newsletter and it and a few others regularly use that h e a d l i n e thing splitting it into NUMBER one that matches gappy text with punctuation chars one that matches spaces between the chars would probably help if anyone s bothered i d suggest filing a bug j this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0,7.307902828603365e-59,0
 im feeling a bit farklempt having spent the night at todais with the family so talk amongst yourself here ill give you a topic the current state of it can be thought of in terms of the cold war with the us and the uusr being ms and sun ibm oss does it matter which side is which apple as cuba and the us legal system as the un discuss ,0,8.51564157819225e-13,0
trying to report spam razor chooses hubris i timeout on the connection which seems to have gotten slower all morning and receive the following error message razor report error connectNUMBER nextserver discoverNUMBER error reading socket connectNUMBER nextserver discoverNUMBER error reading socket i then try to run razor admin discover and receive the same error problems with the servers today only one discovery server sven this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ razor users mailing list razor users URL URL ,0,7.2782054952609685e-28,0
 on NUMBER NUMBER NUMBER at NUMBER NUMBER am spamassassin talk request URL spamassassin talk URL wrote message NUMBER from vivek khera khera URL date wed NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER to spamassassin talk URL subject re satalk calypso email ratware jm justin mason jm jmason org writes jm now all we need to do is get all the spamassassin users out there to jm upgrade considering that the rules need to adapt to the changing look and feel of spam vs non spam does it make sense to have sa automatically issue a notice when it is say NUMBER months old recommending that the user operator check for updated rules sort of like a nag ware feature but in self defense for the user not the vendor vivek khera ph d khera communications inc internet khera URL rockville md NUMBER NUMBER NUMBER NUMBER aim vivekkhera y vivek_khera URL better yet would be a built in server check on a periodic basis even daily looking for the existence of an update and if found prompt the system admin to upgrade the server with the ever changing face of spam this would probably be a big benefit to sa users and help keep everyone up to date we have not done this with too many of the apps we sell on URL strictly because of joe average user concerns about spyware and phoning home but in cases where the app needs to access the internet anyhow we have done it with great success and minimal concern by our users joseph burke president ceo infinisource inc jburke infinisource com in remembrance URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0,8.352787215140488e-57,0
